CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDP
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2008,60752177438.8895
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2008,1729000000.0
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2008,6980000000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2008,16674276979.4745
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2008,1695855391816.48
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2008,4784925100.0
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2008,14393437610.2552
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2008,1227809261.04208
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2008,10730828592.459
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2008,1993407886.56402
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2008,1552989690721.65
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2008,1530535154238.88
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2008,567273005013.434
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2008,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2008,179663390874.653
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2008,4594336785737.67
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2008,34078240260.1872
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2008,27715142005.5704
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2008,19788515579.0498
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2008,11649857662.1388
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2008,242504150472.931
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2008,915659107.761637
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2008,1959620652.50746
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2008,30801744881.0001
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2008,70781391356.0356
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2008,56302129629.6296
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2008,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2008,4585948969.33223
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2008,27844698989.3072
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2008,236816948159.718
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2008,3745264093617.19
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2008,999105339.267729
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2008,458188888.888889
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2008,353358901702.046
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2008,48122601589.7717
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2008,171000699876.747
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2008,5978428072955.47
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2008,7524219026102.23
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2008,14210859901527.2
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2008,3110393199188.08
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2008,23365417649314.7
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2008,61762635000.0
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2008,162818181818.182
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2008,14158257793140.4
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2008,1380188800.0
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2008,1631863493552.34
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2008,24341678628.9732
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2008,27066912635.2228
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2008,16295205228567.3
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2008,1636226107510.35
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2008,285716311136.719
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2008,3523185919.55826
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2008,2930303780828.12
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2008,2489873331.02639
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2008,263145100.0
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2008,15571348329.2279
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2008,2931683721186.75
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2008,12795147991.8388
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2008,28679383241.0729
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,2008,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2008,6964179187.53836
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2008,1561766955.73024
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2008,868154627.869806
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2008,19749893536.3204
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2008,355908689477.445
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2008,825976037.037037
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2008,2499092396.11838
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2008,38503718526.6281
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2008,4658000000.0
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2008,3025187428.38436
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2008,46623911291791.3
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2008,219278739753.002
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2008,13881731630.9676
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,2008,469266243001.106
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2008,68342061762.0017
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2008,10432962724.7617
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2008,158325583917.574
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2008,17000231113774.3
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2008,18521254921505.9
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2008,1521482725374.42
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,2008,640036074397.379
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2008,510228634992.258
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,2008,881879617320.975
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2008,5928788780.55394
India,IND,GDP (current US$),NY.GDP.MKTP.CD,2008,1198895147694.77
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,2008,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2008,275447471451.063
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2008,412336172446.849
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2008,131614433712.245
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2008,18074619561.7671
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2008,220529762562.362
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2008,2408655348718.59
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2008,13709401443.5016
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2008,22658730357.2361
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2008,5106679413137.57
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2008,133441649221.732
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2008,35895153327.8497
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2008,5139958956.02388
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2008,10351914178.2857
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2008,141045173.610772
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2008,777691333.333333
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2008,1047339041903.85
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2008,147379536212.138
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,2008,3880462417139.74
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2008,5446434031.69042
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2008,29118916105.6053
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2008,1726000000.0
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2008,86710739534.5526
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2008,1437731111.11111
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2008,4591296955065.06
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,2008,603522585096.71
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,2008,512642412198.414
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2008,5081479840.08716
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2008,40713826320.5023
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,2008,3741331283478.26
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2008,17192974516975.0
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2008,1766820422.4798
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2008,11663323670463.3
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2008,47797551587.8823
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2008,58844277701.5258
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2008,35854274228.9139
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2008,21027018551.1485
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,2008,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2008,101822906946.027
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2008,6502945305.07812
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2008,6054824433.05825
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2008,10725137721.5622
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2008,2271646187.5
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,2008,2830408013082.13
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2008,1109987401386.38
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2008,145969100.0
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2008,16694431978835.2
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2008,9909552355.61558
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2008,9838403090.95859
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2008,9090376446.46258
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2008,23013015832.1023
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,2008,1416250571755.31
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2008,4545674527.61096
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2008,5623216609.65069
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2008,939000000.0
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2008,12556173242.7736
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2008,5206437120.9471
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2008,9990356849.29491
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2008,7743617352.21427
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2008,230811591306.52
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2008,16329827601721.7
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2008,8607431845.19631
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2008,9067619728.99592
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2008,7297600218.92394
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2008,339476215683.592
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2008,8496948184.42042
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2008,951869997864.062
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2008,464917553191.489
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2008,12545438605.3959
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,2008,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2008,133131369930.414
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2008,46122698414754.0
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2008,60905452535.7607
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2008,322995519907.265
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2008,170077814106.305
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2008,25155888600.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2008,120550599815.441
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2008,181624627927.891
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2008,198283900.0
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2008,11670891359.7271
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2008,533599853342.51
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2008,986047738377.776
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2008,93639300000.0
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,2008,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2008,263416394624.084
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2008,24615267617.0323
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2008,7310400000.0
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2008,6704438240.4497
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2008,43476833575741.2
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,2008,7136741397.50141
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2008,115270054945.055
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2008,214317174116.581
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2008,1660848058303.11
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2008,5179804290.63377
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2008,1527612730733.41
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2008,519796738631.128
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2008,64833088568.394
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2008,16853989611.1933
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2008,193617346346.785
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2008,776337725.194945
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2008,2451896681.91138
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2008,17986890000.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2008,2393437820.41892
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2008,
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2008,52194221468.5007
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2008,1277264006648.2
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2008,14586253383.0632
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2008,1278243727731.77
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2008,400481612490.776
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2008,188021169.26829
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2008,3532969034.60838
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2008,100879902984.983
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2008,55779427739.6609
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2008,517706214656.407
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2008,3294084181.23708
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2008,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2008,979597364.9333
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2008,218089977728.285
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2008,862683600.0
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2008,10393833755.2791
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2008,5970961310988.03
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2008,3926652288409.17
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2008,4516616223.91031
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2008,291382985568.988
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2008,5161299725.27673
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2008,19271523178.8079
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2008,4409097095011.05
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2008,648492700.0
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2008,1408940171755.31
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2008,344436494.4047
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2008,1527612730733.41
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2008,1278243727731.77
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2008,27871587349.5413
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2008,44859452038.1178
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,2008,770449308781.338
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2008,31874425.9457828
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2008,27961527622.7154
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2008,14440404136.5669
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2008,188110375778.931
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2008,12953100695356.9
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2008,31119603033.9891
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2008,14769857911000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2008,29549438883.8338
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2008,732663259.259259
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2008,315953388510.678
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,2008,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2008,4244000000.0
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2008,99130304099.1274
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2008,590748431.345135
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2008,64135192896903.2
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2008,641346191.664776
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,2008,5181776768.71247
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2008,26910855852.1923
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2008,316131245860.682
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2008,17910858637.9048
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2008,4415702800.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2009,2553631284.9162
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2009,721901168421.28
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2009,12154835707.8987
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2009,508362731366.626
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2009,70307196477.0815
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2009,12044205572.4342
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2009,3674188228.95025
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2009,1987053424430.17
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2009,253547358747.447
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2009,332976484577.619
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2009,8647937090.63389
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2009,675000000.0
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2009,1228329629.62963
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2009,928629769751.884
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2009,401758735822.211
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2009,44292408816.638
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2009,1781455140.34202
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2009,483254171097.812
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2009,9738626509.93368
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2009,9450696866.48276
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2009,102477779060.302
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2009,52023813557.8158
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2009,22938218085.1064
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2009,9981960000.0
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2009,17613946109.0187
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2009,50873181571.649
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2009,1680500000.0
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2009,6656000000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2009,17339992193.7322
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2009,1666996294324.76
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2009,4465657300.0
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2009,10732592999.3918
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2009,1234015141.60305
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2009,10118459713.7024
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2009,2067381663.75378
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2009,1374625142157.29
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2009,1289701858873.64
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2009,554191679308.884
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2009,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2009,171412643623.963
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2009,5101691085625.95
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2009,33886813225.179
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2009,27932970297.0644
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2009,18648372544.7984
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2009,9723299908.19473
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2009,232468666665.153
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2009,905341173.973674
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2009,1852334581.47534
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2009,30745714326.9486
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2009,59840574173.7615
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2009,57481481481.4815
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2009,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2009,4281714618.03238
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2009,25945391775.4932
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2009,207434296805.33
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2009,3411261212652.34
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2009,1049110684.72493
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2009,489074074.074074
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2009,321243301145.337
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2009,48261079523.8213
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2009,137211004291.274
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2009,6483977394715.25
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2009,7262366408336.0
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2009,14623038565206.7
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2009,2437810986692.64
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2009,20549545129765.7
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2009,62519686000.0
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2009,189147005444.646
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2009,12938506838994.8
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2009,1856695551.21951
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2009,1491472923706.64
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2009,19633031397.6104
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2009,32437389116.038
