,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,GDP
14933,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2016,687895460902.713
14934,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2016,9511207129.35458
14935,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2016,249298706449.182
14936,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2016,11233314018690.1
14937,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2016,48407761031.6758
14938,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2016,33814337040.7804
14939,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2016,37134801548.836
14940,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2016,10219341017.1383
14941,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2016,282720100286.228
14942,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2016,1012835492.51585
14943,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2016,1849789992.74328
14944,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2016,58847019584.9144
14945,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2016,70977854236.847
14946,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2016,91370000000.0
14947,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2016,3014748603.35196
14948,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2016,4909322200.00212
14949,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2016,21046452117.3765
14950,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2016,196272068576.338
14951,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2016,3469853463945.63
14952,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2016,2604955228.70117
14953,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2016,576229629.62963
14954,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2016,313115929314.339
14955,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2016,75704647977.2591
14956,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2016,160034212613.438
14957,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2016,13611836958159.3
14958,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2016,10480129806000.4
14959,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2016,22772302203840.8
14960,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2016,2777867803805.59
14961,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2016,20419509740630.1
14962,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2016,99937696000.0
14963,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2016,332441717791.411
14964,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2016,11973696253892.8
14965,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2016,
14966,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2016,1233554967011.71
14967,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2016,24072829276.775
14968,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2016,74296745599.0048
14969,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2016,13889039447069.8
14970,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2016,1555352426735.14
14971,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2016,240771351298.84
14972,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2016,4930213787.50451
14973,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2016,2472964344587.23
14974,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2016,2813278761.27524
14975,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2016,332265200.0
14976,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2016,14023890263.875
14977,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2016,2699659680997.2
14978,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2016,15141598622.5692
14979,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2016,56164933479.4044
14980,Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,2016,
14981,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2016,8595955600.7877
14982,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2016,1484578897.15783
14983,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2016,1179004911.26075
14984,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2016,11240808846.6924
14985,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2016,193148146586.938
14986,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2016,1061640740.74074
14987,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2016,2707146783.13056
14988,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2016,66053402744.7267
14989,Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,2016,5901000000.0
14990,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2016,4482697336.56174
14991,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2016,49306277527564.3
14992,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2016,320860317562.562
14993,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2016,21717604580.8627
14994,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,2016,731974952060.25
14995,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2016,52391038979.0338
14996,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2016,14069277532.4999
14997,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2016,128609822750.039
14998,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2016,25972093023068.7
14999,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2016,28162575334751.8
15000,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2016,2188895718882.44
15001,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,2016,977321951410.728
15002,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2016,931877364033.902
15003,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,2016,1211573767471.71
15004,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2016,6846373276.62067
15005,India,IND,GDP (current US$),NY.GDP.MKTP.CD,2016,2294796889945.04
15006,Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,2016,
15007,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2016,299091127524.513
15008,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2016,457954614595.24
15009,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2016,166602488747.885
15010,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2016,20793168030.9524
15011,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2016,322102790386.835
15012,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2016,1877071687633.83
15013,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2016,14077105502.9175
15014,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2016,39892551126.7606
15015,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2016,5003677627544.24
15016,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2016,137278320084.171
15017,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2016,74815143796.3978
15018,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2016,6813095396.14317
15019,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2016,20016747858.3122
15020,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2016,178507958.050329
15021,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2016,1008100000.0
15022,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2016,1500111596236.37
15023,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2016,109406169162.833
15024,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,2016,4465515336167.3
15025,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2016,15912495368.8717
15026,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2016,51147308773.9304
15027,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2016,3398419600.0
15028,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2016,49912085228.3487
15029,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2016,1865444444.44444
15030,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2016,5249746391043.57
15031,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,2016,990949126516.125
15032,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,2016,444439642488.111
15033,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2016,6237299538.02934
15034,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2016,88012281909.7522
15035,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,2016,5997917461749.4
15036,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2016,26916084709959.2
15037,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2016,2114426468.65681
15038,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2016,18593432462844.9
15039,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2016,43047309305.7375
15040,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2016,62216885435.9505
15041,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2016,28083597512.4849
15042,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2016,45070807279.6288
15043,St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,2016,
15044,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2016,111572946646.535
15045,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2016,6472837332.95721
15046,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2016,7982450758.03213
15047,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2016,11848613859.5279
15048,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2016,4379134272.943
15049,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,2016,3213372950118.37
15050,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2016,1078493059306.95
15051,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2016,200716000.0
15052,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2016,26474239454559.9
15053,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2016,10672467073.2873
15054,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2016,14026048334.2131
15055,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2016,11667976402.763
15056,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2016,60291738934.7768
15057,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,2016,1475844914342.24
15058,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2016,4376929571.63114
15059,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2016,11181350649.2247
15060,Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,2016,1230000000.0
15061,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2016,11936993086.9579
15062,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2016,6398741855.76276
15063,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2016,12594155346.298
15064,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2016,7909868618.46366
15065,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2016,301255332137.075
15066,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2016,20230005494907.4
15067,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2016,10722018975.0783
15068,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2016,8724568970.67697
15069,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2016,10398861980.6524
15070,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2016,404649048648.026
15071,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2016,13286066154.9603
15072,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2016,784060430240.101
15073,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2016,370956547619.048
15074,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2016,24524109484.7453
15075,Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,2016,97541914.5833045
15076,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2016,188838342527.975
15077,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2016,48327404425594.2
15078,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2016,75128738621.5865
15079,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2016,366511615959.013
15080,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2016,313629998960.445
15081,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2016,57907700000.0
15082,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2016,191898127860.843
15083,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2016,318627003965.989
15084,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2016,298300000.0
15085,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2016,20758874952.5805
15086,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2016,470024559638.496
15087,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2016,1217513931539.13
15088,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2016,104336700000.0
15089,"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,2016,
15090,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2016,206426152308.937
15091,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2016,36089550671.834
15092,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2016,15405400000.0
15093,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2016,9504027364.77267
15094,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2016,45593085156267.7
15095,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,2016,5497036486.74487
15096,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2016,151732181868.132
15097,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2016,185287615324.922
15098,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2016,1276786344534.27
15099,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2016,8695318854.11055
15100,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2016,3010757329892.83
15101,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2016,665999879694.192
15102,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2016,102943515502.994
15103,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2016,19040312331.1615
15104,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2016,319029973659.293
15105,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2016,1379490315.02286
15106,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2016,3862721204.61052
15107,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2016,24191430000.0
15108,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2016,1468342430.68836
15109,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,2016,5534000000.0
15110,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2016,40692661657.284
15111,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2016,1575080887302.15
15112,South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,2016,
15113,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2016,1576539841411.97
15114,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2016,446993497560.632
15115,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2016,345495614.979982
15116,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2016,3317421499.77314
15117,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2016,89952699524.8965
15118,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2016,44766722790.5838
15119,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2016,515654671469.547
15120,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2016,3816019222.86268
15121,Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,2016,1263687150.83799
15122,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2016,1458954109.81959
15123,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2016,12598742886.9368
15124,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2016,1032452000.0
15125,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2016,10097778097.0969
15126,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2016,13594851920373.4
15127,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2016,3485571017748.04
15128,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2016,6031632014.86013
15129,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2016,413366345843.744
15130,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2016,6992416096.89018
15131,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2016,36169428571.4286
15132,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2016,5015399889886.8
15133,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2016,1650619400.0
15134,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2016,1460439514342.24
15135,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2016,420548768.072805
15136,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2016,3010757329892.83
15137,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2016,1576539841411.97
15138,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2016,23496215880.5212
15139,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2016,44360065796.6202
15140,Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,2016,869682954136.208
15141,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2016,41629064.9653416
15142,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2016,49774004999.2038
15143,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2016,29203988697.459
15144,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2016,93355868977.6619
15145,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2016,20476321992810.5
15146,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2016,57480788380.312
15147,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2016,18695110842000.0
15148,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2016,86138288633.2241
15149,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2016,814302267.073348
15150,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2016,
15151,British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,2016,
15152,Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,2016,3798000000.0
15153,Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2016,257096001174.075
15154,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2016,780889605.899977
15155,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2016,76486454870400.4
15156,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2016,843924750.673535
15157,Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,2016,6682674062.9615
15158,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2016,31317824906.4358
15159,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2016,323585509674.481
15160,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2016,20958412538.3093
15161,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2016,20548678100.0
15162,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2017,3092178770.94972
15163,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2017,1021043200767.01
15164,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2017,18896353155.8839
15165,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2017,684898755570.717
15166,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2017,68972769395.6274
15167,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017,13019726211.7369
15168,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2017,3000162081.22356
15169,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2017,2637111521998.13
15170,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2017,390516804029.952
15171,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2017,643628396190.388
15172,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2017,11527458712.6187
15173,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2017,612000000.0
15174,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2017,1467955555.55556
15175,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2017,1326467487376.42
15176,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2017,417261151844.981
15177,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2017,40866632047.8414
15178,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2017,2723586962.18686
15179,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2017,502764720556.358
15180,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2017,12701655845.9622
15181,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2017,14106955625.3571
15182,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2017,293754769935.148
15183,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2017,59343060705.828
15184,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2017,35473776595.7447
15185,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2017,12253500000.0
15186,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2017,18326376394.0796
15187,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2017,54725311690.0478
15188,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2017,2286000000.0
15189,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2017,7142316000.0
15190,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2017,37508642170.767
15191,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2017,2063514688761.67
15192,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2017,4981588900.0
15193,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2017,12128182463.596
15194,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2017,2450366107.88229
15195,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2017,16105156375.5848
15196,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2017,2072349974.15272
15197,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2017,1649265644244.09
15198,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2017,1461216063229.79
15199,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2017,695200833086.499
15200,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2017,9530244530.24453
15201,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2017,276364936832.331
15202,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2017,12310491176727.3
15203,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2017,52512344033.9625
15204,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2017,36098547058.7877
15205,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2017,38019264804.5125
15206,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2017,11094823676.5914
15207,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2017,311866875135.576
15208,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2017,1077439756.12224
15209,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2017,1996741544.61549
15210,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2017,60516044623.4876
15211,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2017,73482494257.1029
15212,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2017,96851000000.0
15213,Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,2017,3009497206.70391
15214,Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,2017,5166281293.18715
15215,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2017,22946583375.5508
15216,Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,2017,218628940951.675
15217,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2017,3690849152517.69
15218,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2017,2762581334.22612
15219,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2017,521551851.851852
15220,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2017,332121063806.391
15221,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2017,79998045975.5137
15222,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2017,170096989042.831
15223,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2017,14876744560573.5
15224,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2017,11335422969863.6
15225,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2017,24324925891393.0
